0000000000000000000000000000000000000000 count 0 age -9221010828 sec
8000000000000000000000000000000000000000 count 8 age -9221010828 sec
    Node 83098ba2977b413ce69b5f722dbcd6e8c380c5d5 [2001:41d0:401:3100::2900]:4236 age -9221010828 [expired]
    Node 82943e7be2b8f4cd0ea63d9f1c97e3ee2ea09297 [2607:fad8:0:1::3]:4231 age -9221010828 [expired]
    Node 85322c2bf1fe89c07c51dbc8dd508f303375552e [2001:41d0:401:3100::2900]:4222 age -9221010828 [expired]
    Node 8590d7de19edfca626861a493dc2cbfed0c06efb [2001:630:55:3e01:647b:1d37:a7af:baf2]:4820 age -9221010828 [expired]
    Node 8439620a406b5760a36c2da26cd87ac6590d3512 [2607:fad8:0:1::]:4236 age -9221010828 [expired]
    Node 87d20ab230c4326ca845b4474ab224bc90e00662 [2002:6d7c:cdf6::6d7c:cdf6]:4974 age -9221010828 [expired]
    Node 86d8058ce8b1553d09825b83f47734f7fa044509 [2001:41d0:401:3100::2900]:4239 age -9221010828 [expired]
    Node 86d3da96804ef299cf79cadfabfec48407ab0b2e [2607:fad8:0:1::3]:4241 age -9221010828 [expired]

