0000000000000000000000000000000000000000 count 8 age -9221810126 sec
    Node 41aa4ff76a6958dcde60d7c3883d61ad559b0414 [2607:5300:201:3000::29cc]:4239 age -9221810126 [expired]
    Node 43c1265cc850976ebe8ed7154ba44d677fd55c91 [2607:5300:201:3000::29cc]:4225 age -9221810126 [expired]
    Node 43ee6d168e84895e5446b41cbc20f095a7897c0e [2001:41d0:303:67d2::]:4227 age -9221810126 [expired]
    Node 44a52d3c614a1fe673318805eb41478d3f2ce6b8 [2001:41d0:303:4814::]:52625 age -9221810126 [expired]
    Node 475aaae4168e8ee3fa8e141dcd47c69da99ab309 [2607:fad8:4:6::37]:4223 age -9221810126 [expired]
    Node 4c807e6e9b14b5aed4741025bd9c27ecd1e105be [2607:fad8:0:1::3]:4244 age -9221810126 [expired]
    Node 50ae1a316e14f53543c24297b3acfba105cecfe4 [2001:41d0:303:4814::]:34205 age -9221810126 [expired]
    Node 56d0e6e1dc25da9f45329d731f8e795e8432c1bc [2a01:9420:1:401:4123:921d:cbaa:7dcc]:5626 age -9221810126 [expired]
8000000000000000000000000000000000000000 count 0 age -9221810126 sec

