0000000000000000000000000000000000000000 count 8 age -9221128427 sec
    Node 09a03fcdd6f638f6b22dc2c83b22b5e9b638e04f [2001:41d0:303:4814::]:42691 age -9221128427 [expired]
    Node 0d3878dfdb548060df5c6d9f4d0eae0d21440266 [2a00:23c6:112:a900:5704:3e80:f25f:9bef]:4400 age -9221128427 [expired]
    Node 41aa4ff76a6958dcde60d7c3883d61ad559b0414 [2607:5300:201:3000::29cc]:4239 age -9221128427 [expired]
    Node 41c83549a42c7ae1bcc15454c31f546a80fa7d55 [2001:41d0:401:3100::2900]:4242 age -9221128427 [expired]
    Node 43ee6d168e84895e5446b41cbc20f095a7897c0e [2001:41d0:303:67d2::]:4227 age -9221128427 [expired]
    Node 4644c092150e3a3870788d8087bf328248ec11e5 [2806:2f0:92c0:5b2a:2599:7345:efea:15e6]:8224 age -9221128427 [expired]
    Node 47d121191cf536ecbc57b07348dad6aa83817ef4 [2a00:1370:812c:3336:221a:6ff:fec5:cbeb]:7280 age -9221128427 [expired]
    Node 475aaae4168e8ee3fa8e141dcd47c69da99ab309 [2607:fad8:4:6::37]:4223 age -9221128427 [expired]
8000000000000000000000000000000000000000 count 0 age -9221128427 sec

